# water properties created by TabulatedFluidProperties on Tue Nov 15 17:51:39 2022

pressure, temperature, density, enthalpy, internal_energy, viscosity
100000, 497.98, 0.436926, 2.92458e+06, 2.69571e+06, 1.72164e-05
100000, 500, 0.435131, 2.92859e+06, 2.69877e+06, 1.72991e-05
604040, 300, 996.783, 113128, 112522, 0.000853697
604040, 302.02, 996.211, 121571, 120965, 0.000816757
604040, 304.04, 995.603, 130013, 129406, 0.000782335
604040, 306.061, 994.96, 138454, 137846, 0.000750201
604040, 308.081, 994.284, 146894, 146286, 0.000720153
604040, 310.101, 993.574, 155333, 154725, 0.000692011
604040, 312.121, 992.833, 163772, 163164, 0.000665613
604040, 314.141, 992.062, 172211, 171602, 0.000640817
604040, 316.162, 991.26, 180650, 180041, 0.000617492
604040, 318.182, 990.429, 189090, 188480, 0.000595522
604040, 320.202, 989.57, 197530, 196919, 0.000574804
604040, 322.222, 988.683, 205970, 205359, 0.000555243
604040, 324.242, 987.768, 214411, 213800, 0.000536752
604040, 326.263, 986.828, 222853, 222241, 0.000519255
604040, 328.283, 985.861, 231297, 230684, 0.000502681
604040, 330.303, 984.869, 239742, 239128, 0.000486966
604040, 332.323, 983.853, 248188, 247574, 0.00047205
604040, 334.343, 982.812, 256636, 256021, 0.00045788
604040, 336.364, 981.747, 265086, 264470, 0.000444407
604040, 338.384, 980.659, 273537, 272921, 0.000431586
604040, 340.404, 979.547, 281991, 281375, 0.000419375
604040, 342.424, 978.413, 290448, 289830, 0.000407736
604040, 344.444, 977.257, 298907, 298289, 0.000396633
604040, 346.465, 976.079, 307368, 306750, 0.000386035
604040, 348.485, 974.879, 315833, 315213, 0.000375911
604040, 350.505, 973.658, 324301, 323680, 0.000366232
604040, 352.525, 972.416, 332771, 332150, 0.000356975
604040, 354.545, 971.153, 341246, 340624, 0.000348113
604040, 356.566, 969.87, 349723, 349101, 0.000339626
604040, 358.586, 968.566, 358205, 357581, 0.000331492
604040, 360.606, 967.243, 366690, 366066, 0.000323692
604040, 362.626, 965.9, 375180, 374555, 0.000316208
604040, 364.646, 964.537, 383674, 383047, 0.000309023
604040, 366.667, 963.155, 392172, 391545, 0.000302121
604040, 368.687, 961.753, 400675, 400047, 0.000295488
604040, 370.707, 960.333, 409182, 408553, 0.000289111
604040, 372.727, 958.893, 417695, 417065, 0.000282975
604040, 374.747, 957.435, 426212, 425582, 0.00027707
604040, 376.768, 955.959, 434735, 434104, 0.000271383
604040, 378.788, 954.463, 443264, 442631, 0.000265903
604040, 380.808, 952.95, 451798, 451164, 0.000260622
604040, 382.828, 951.418, 460338, 459703, 0.00025553
604040, 384.848, 949.868, 468884, 468248, 0.000250616
604040, 386.869, 948.3, 477436, 476799, 0.000245875
604040, 388.889, 946.713, 485995, 485357, 0.000241296
604040, 390.909, 945.109, 494560, 493921, 0.000236873
604040, 392.929, 943.487, 503133, 502492, 0.000232599
604040, 394.949, 941.847, 511712, 511070, 0.000228467
604040, 396.97, 940.189, 520298, 519656, 0.00022447
604040, 398.99, 938.513, 528892, 528249, 0.000220604
604040, 401.01, 936.819, 537494, 536849, 0.000216862
604040, 403.03, 935.107, 546103, 545457, 0.000213238
604040, 405.051, 933.378, 554721, 554074, 0.000209728
604040, 407.071, 931.63, 563347, 562698, 0.000206327
604040, 409.091, 929.865, 571981, 571332, 0.000203031
604040, 411.111, 928.082, 580625, 579974, 0.000199834
604040, 413.131, 926.28, 589277, 588625, 0.000196733
604040, 415.152, 924.461, 597939, 597286, 0.000193724
604040, 417.172, 922.624, 606611, 605956, 0.000190803
604040, 419.192, 920.768, 615292, 614636, 0.000187967
604040, 421.212, 918.894, 623983, 623326, 0.000185212
604040, 423.232, 917.002, 632685, 632027, 0.000182535
604040, 425.253, 915.091, 641398, 640738, 0.000179933
604040, 427.273, 913.162, 650122, 649460, 0.000177403
604040, 429.293, 911.214, 658857, 658194, 0.000174943
604040, 431.313, 909.247, 667603, 666939, 0.000172548
604040, 433.333, 3.17872, 2.75912e+06, 2.5691e+06, 1.43195e-05
604040, 435.354, 3.15999, 2.76407e+06, 2.57291e+06, 1.44064e-05
604040, 437.374, 3.14162, 2.76895e+06, 2.57668e+06, 1.44932e-05
604040, 439.394, 3.12358, 2.77379e+06, 2.58041e+06, 1.45799e-05
604040, 441.414, 3.10586, 2.77858e+06, 2.5841e+06, 1.46666e-05
604040, 443.434, 3.08844, 2.78334e+06, 2.58775e+06, 1.47532e-05
604040, 445.455, 3.0713, 2.78806e+06, 2.59138e+06, 1.48398e-05
604040, 447.475, 3.05443, 2.79274e+06, 2.59499e+06, 1.49263e-05
604040, 449.495, 3.03781, 2.7974e+06, 2.59856e+06, 1.50127e-05
604040, 451.515, 3.02145, 2.80204e+06, 2.60212e+06, 1.50991e-05
604040, 453.535, 3.00533, 2.80665e+06, 2.60566e+06, 1.51854e-05
604040, 455.556, 2.98944, 2.81124e+06, 2.60918e+06, 1.52717e-05
604040, 457.576, 2.97377, 2.81581e+06, 2.61268e+06, 1.5358e-05
604040, 459.596, 2.95831, 2.82036e+06, 2.61617e+06, 1.54442e-05
604040, 461.616, 2.94307, 2.82489e+06, 2.61965e+06, 1.55304e-05
604040, 463.636, 2.92803, 2.8294e+06, 2.6231e+06, 1.56165e-05
604040, 465.657, 2.91319, 2.8339e+06, 2.62655e+06, 1.57026e-05
604040, 467.677, 2.89855, 2.83838e+06, 2.62998e+06, 1.57887e-05
604040, 469.697, 2.88408, 2.84285e+06, 2.63341e+06, 1.58747e-05
604040, 471.717, 2.86981, 2.8473e+06, 2.63682e+06, 1.59607e-05
604040, 473.737, 2.85571, 2.85174e+06, 2.64022e+06, 1.60466e-05
604040, 475.758, 2.84178, 2.85617e+06, 2.64361e+06, 1.61326e-05
604040, 477.778, 2.82802, 2.86058e+06, 2.64699e+06, 1.62185e-05
604040, 479.798, 2.81442, 2.86498e+06, 2.65036e+06, 1.63044e-05
604040, 481.818, 2.80099, 2.86938e+06, 2.65372e+06, 1.63902e-05
604040, 483.838, 2.78771, 2.87376e+06, 2.65708e+06, 1.6476e-05
604040, 485.859, 2.77459, 2.87813e+06, 2.66043e+06, 1.65618e-05
604040, 487.879, 2.76162, 2.88249e+06, 2.66377e+06, 1.66476e-05
604040, 489.899, 2.74879, 2.88685e+06, 2.6671e+06, 1.67334e-05
604040, 491.919, 2.73611, 2.89119e+06, 2.67043e+06, 1.68191e-05
604040, 493.939, 2.72356, 2.89553e+06, 2.67375e+06, 1.69048e-05
604040, 495.96, 2.71116, 2.89986e+06, 2.67706e+06, 1.69905e-05
604040, 497.98, 2.69888, 2.90418e+06, 2.68037e+06, 1.70762e-05
604040, 500, 2.68674, 2.90849e+06, 2.68367e+06, 1.71618e-05
1.10808e+06, 300, 997.009, 113592, 112480, 0.000853653
1.10808e+06, 302.02, 996.436, 122032, 120920, 0.000816736
1.10808e+06, 304.04, 995.826, 130471, 129358, 0.000782334
1.10808e+06, 306.061, 995.183, 138909, 137796, 0.000750218
1.10808e+06, 308.081, 994.505, 147347, 146232, 0.000720186
1.10808e+06, 310.101, 993.795, 155783, 154668, 0.000692057
1.10808e+06, 312.121, 993.054, 164220, 163104, 0.000665671
1.10808e+06, 314.141, 992.282, 172657, 171540, 0.000640885
1.10808e+06, 316.162, 991.479, 181093, 179976, 0.000617569
1.10808e+06, 318.182, 990.648, 189530, 188412, 0.000595608
1.10808e+06, 320.202, 989.789, 197968, 196848, 0.000574897
1.10808e+06, 322.222, 988.901, 206406, 205285, 0.000555341
1.10808e+06, 324.242, 987.987, 214845, 213723, 0.000536857
1.10808e+06, 326.263, 987.047, 223284, 222162, 0.000519364
1.10808e+06, 328.283, 986.08, 231726, 230602, 0.000502794
1.10808e+06, 330.303, 985.088, 240168, 239043, 0.000487082
1.10808e+06, 332.323, 984.072, 248612, 247486, 0.00047217
1.10808e+06, 334.343, 983.031, 257058, 255930, 0.000458003
1.10808e+06, 336.364, 981.967, 265505, 264377, 0.000444532
1.10808e+06, 338.384, 980.879, 273955, 272825, 0.000431713
1.10808e+06, 340.404, 979.768, 282407, 281276, 0.000419504
1.10808e+06, 342.424, 978.635, 290861, 289728, 0.000407866
1.10808e+06, 344.444, 977.479, 299317, 298184, 0.000396765
1.10808e+06, 346.465, 976.301, 307777, 306642, 0.000386168
1.10808e+06, 348.485, 975.102, 316239, 315103, 0.000376044
1.10808e+06, 350.505, 973.882, 324705, 323567, 0.000366367
1.10808e+06, 352.525, 972.641, 333173, 332034, 0.000357109
1.10808e+06, 354.545, 971.379, 341645, 340505, 0.000348249
1.10808e+06, 356.566, 970.096, 350121, 348979, 0.000339761
1.10808e+06, 358.586, 968.794, 358600, 357456, 0.000331628
1.10808e+06, 360.606, 967.471, 367083, 365938, 0.000323828
1.10808e+06, 362.626, 966.129, 375571, 374424, 0.000316344
1.10808e+06, 364.646, 964.767, 384062, 382914, 0.000309159
1.10808e+06, 366.667, 963.386, 392558, 391408, 0.000302258
1.10808e+06, 368.687, 961.986, 401058, 399907, 0.000295625
1.10808e+06, 370.707, 960.567, 409564, 408410, 0.000289247
1.10808e+06, 372.727, 959.129, 418074, 416919, 0.000283111
1.10808e+06, 374.747, 957.672, 426589, 425432, 0.000277205
1.10808e+06, 376.768, 956.197, 435110, 433951, 0.000271518
1.10808e+06, 378.788, 954.703, 443636, 442475, 0.000266039
1.10808e+06, 380.808, 953.191, 452168, 451005, 0.000260758
1.10808e+06, 382.828, 951.661, 460705, 459541, 0.000255665
1.10808e+06, 384.848, 950.112, 469249, 468083, 0.000250751
1.10808e+06, 386.869, 948.546, 477799, 476630, 0.000246009
1.10808e+06, 388.889, 946.961, 486355, 485185, 0.00024143
1.10808e+06, 390.909, 945.359, 494918, 493745, 0.000237007
1.10808e+06, 392.929, 943.738, 503487, 502313, 0.000232732
1.10808e+06, 394.949, 942.1, 512064, 510888, 0.0002286
1.10808e+06, 396.97, 940.444, 520648, 519469, 0.000224603
1.10808e+06, 398.99, 938.77, 529239, 528059, 0.000220736
1.10808e+06, 401.01, 937.078, 537838, 536655, 0.000216994
1.10808e+06, 403.03, 935.369, 546444, 545260, 0.00021337
1.10808e+06, 405.051, 933.641, 555059, 553872, 0.00020986
1.10808e+06, 407.071, 931.896, 563682, 562493, 0.000206458
1.10808e+06, 409.091, 930.133, 572314, 571123, 0.000203161
1.10808e+06, 411.111, 928.352, 580955, 579761, 0.000199964
1.10808e+06, 413.131, 926.553, 589604, 588408, 0.000196863
1.10808e+06, 415.152, 924.737, 598263, 597065, 0.000193854
1.10808e+06, 417.172, 922.902, 606931, 605731, 0.000190933
1.10808e+06, 419.192, 921.049, 615609, 614406, 0.000188097
1.10808e+06, 421.212, 919.178, 624298, 623092, 0.000185341
1.10808e+06, 423.232, 917.288, 632996, 631788, 0.000182664
1.10808e+06, 425.253, 915.38, 641706, 640495, 0.000180062
1.10808e+06, 427.273, 913.454, 650426, 649213, 0.000177532
1.10808e+06, 429.293, 911.509, 659157, 657942, 0.000175071
1.10808e+06, 431.313, 909.545, 667900, 666682, 0.000172676
1.10808e+06, 433.333, 907.563, 676655, 675435, 0.000170346
1.10808e+06, 435.354, 905.561, 685423, 684199, 0.000168077
1.10808e+06, 437.374, 903.54, 694203, 692976, 0.000165867
1.10808e+06, 439.394, 901.5, 702995, 701766, 0.000163714
1.10808e+06, 441.414, 899.44, 711801, 710569, 0.000161616
1.10808e+06, 443.434, 897.36, 720621, 719386, 0.00015957
1.10808e+06, 445.455, 895.261, 729455, 728217, 0.000157576
1.10808e+06, 447.475, 893.141, 738303, 737062, 0.00015563
1.10808e+06, 449.495, 891.001, 747166, 745923, 0.000153731
1.10808e+06, 451.515, 888.84, 756045, 754798, 0.000151878
1.10808e+06, 453.535, 886.658, 764939, 763689, 0.000150069
1.10808e+06, 455.556, 884.455, 773849, 772596, 0.000148301
1.10808e+06, 457.576, 5.67488, 2.78102e+06, 2.58576e+06, 1.51361e-05
1.10808e+06, 459.596, 5.63915, 2.78656e+06, 2.59006e+06, 1.52274e-05
1.10808e+06, 461.616, 5.60427, 2.79201e+06, 2.59429e+06, 1.53186e-05
1.10808e+06, 463.636, 5.57017, 2.79737e+06, 2.59844e+06, 1.54095e-05
1.10808e+06, 465.657, 5.53679, 2.80265e+06, 2.60252e+06, 1.55003e-05
1.10808e+06, 467.677, 5.50409, 2.80788e+06, 2.60656e+06, 1.5591e-05
1.10808e+06, 469.697, 5.47201, 2.81305e+06, 2.61055e+06, 1.56814e-05
1.10808e+06, 471.717, 5.44053, 2.81817e+06, 2.61449e+06, 1.57718e-05
1.10808e+06, 473.737, 5.40962, 2.82324e+06, 2.6184e+06, 1.5862e-05
1.10808e+06, 475.758, 5.37924, 2.82827e+06, 2.62228e+06, 1.5952e-05
1.10808e+06, 477.778, 5.34937, 2.83327e+06, 2.62612e+06, 1.6042e-05
1.10808e+06, 479.798, 5.32, 2.83823e+06, 2.62994e+06, 1.61318e-05
1.10808e+06, 481.818, 5.29109, 2.84316e+06, 2.63373e+06, 1.62215e-05
1.10808e+06, 483.838, 5.26265, 2.84806e+06, 2.6375e+06, 1.6311e-05
1.10808e+06, 485.859, 5.23463, 2.85293e+06, 2.64124e+06, 1.64005e-05
1.10808e+06, 487.879, 5.20705, 2.85777e+06, 2.64497e+06, 1.64899e-05
1.10808e+06, 489.899, 5.17987, 2.86259e+06, 2.64867e+06, 1.65791e-05
1.10808e+06, 491.919, 5.15308, 2.86738e+06, 2.65235e+06, 1.66683e-05
1.10808e+06, 493.939, 5.12668, 2.87216e+06, 2.65602e+06, 1.67573e-05
1.10808e+06, 495.96, 5.10065, 2.87691e+06, 2.65966e+06, 1.68463e-05
1.10808e+06, 497.98, 5.07498, 2.88164e+06, 2.66329e+06, 1.69351e-05
1.10808e+06, 500, 5.04966, 2.88635e+06, 2.66691e+06, 1.70239e-05
1.61212e+06, 300, 997.234, 114055, 112439, 0.000853609
1.61212e+06, 302.02, 996.66, 122493, 120875, 0.000816716
1.61212e+06, 304.04, 996.05, 130929, 129311, 0.000782334
1.61212e+06, 306.061, 995.405, 139365, 137745, 0.000750236
1.61212e+06, 308.081, 994.727, 147799, 146179, 0.000720219
1.61212e+06, 310.101, 994.016, 156234, 154612, 0.000692104
1.61212e+06, 312.121, 993.274, 164668, 163045, 0.00066573
1.61212e+06, 314.141, 992.501, 173102, 171478, 0.000640954
1.61212e+06, 316.162, 991.699, 181536, 179910, 0.000617647
1.61212e+06, 318.182, 990.867, 189971, 188344, 0.000595694
1.61212e+06, 320.202, 990.007, 198406, 196777, 0.00057499
1.61212e+06, 322.222, 989.12, 206841, 205211, 0.00055544
1.61212e+06, 324.242, 988.206, 215278, 213646, 0.000536961
1.61212e+06, 326.263, 987.265, 223715, 222082, 0.000519473
1.61212e+06, 328.283, 986.299, 232154, 230520, 0.000502908
1.61212e+06, 330.303, 985.307, 240594, 238958, 0.000487199
1.61212e+06, 332.323, 984.291, 249036, 247398, 0.00047229
1.61212e+06, 334.343, 983.251, 257479, 255840, 0.000458125
1.61212e+06, 336.364, 982.186, 265925, 264283, 0.000444657
1.61212e+06, 338.384, 981.099, 274372, 272729, 0.00043184
1.61212e+06, 340.404, 979.989, 282822, 281177, 0.000419632
1.61212e+06, 342.424, 978.856, 291274, 289627, 0.000407996
1.61212e+06, 344.444, 977.7, 299728, 298079, 0.000396896
1.61212e+06, 346.465, 976.524, 308185, 306535, 0.0003863
1.61212e+06, 348.485, 975.325, 316646, 314993, 0.000376178
1.61212e+06, 350.505, 974.105, 325109, 323454, 0.000366501
1.61212e+06, 352.525, 972.865, 333575, 331918, 0.000357244
1.61212e+06, 354.545, 971.604, 342045, 340386, 0.000348384
1.61212e+06, 356.566, 970.322, 350518, 348857, 0.000339897
1.61212e+06, 358.586, 969.021, 358995, 357332, 0.000331764
1.61212e+06, 360.606, 967.699, 367476, 365810, 0.000323964
1.61212e+06, 362.626, 966.358, 375961, 374293, 0.00031648
1.61212e+06, 364.646, 964.998, 384450, 382780, 0.000309295
1.61212e+06, 366.667, 963.618, 392944, 391271, 0.000302394
1.61212e+06, 368.687, 962.219, 401442, 399767, 0.000295761
1.61212e+06, 370.707, 960.801, 409945, 408267, 0.000289383
1.61212e+06, 372.727, 959.364, 418453, 416773, 0.000283247
1.61212e+06, 374.747, 957.909, 426966, 425283, 0.000277341
1.61212e+06, 376.768, 956.435, 435484, 433799, 0.000271654
1.61212e+06, 378.788, 954.942, 444008, 442320, 0.000266174
1.61212e+06, 380.808, 953.432, 452537, 450847, 0.000260893
1.61212e+06, 382.828, 951.903, 461073, 459379, 0.000255799
1.61212e+06, 384.848, 950.356, 469614, 467917, 0.000250886
1.61212e+06, 386.869, 948.791, 478161, 476462, 0.000246143
1.61212e+06, 388.889, 947.209, 486715, 485013, 0.000241564
1.61212e+06, 390.909, 945.608, 495275, 493570, 0.00023714
1.61212e+06, 392.929, 943.989, 503842, 502134, 0.000232865
1.61212e+06, 394.949, 942.353, 512416, 510705, 0.000228733
1.61212e+06, 396.97, 940.699, 520997, 519283, 0.000224736
1.61212e+06, 398.99, 939.027, 529586, 527869, 0.000220869
1.61212e+06, 401.01, 937.337, 538182, 536462, 0.000217126
1.61212e+06, 403.03, 935.63, 546786, 545063, 0.000213501
1.61212e+06, 405.051, 933.905, 555398, 553672, 0.000209991
1.61212e+06, 407.071, 932.162, 564018, 562289, 0.000206589
1.61212e+06, 409.091, 930.401, 572647, 570914, 0.000203292
1.61212e+06, 411.111, 928.622, 581285, 579549, 0.000200095
1.61212e+06, 413.131, 926.826, 589931, 588192, 0.000196993
1.61212e+06, 415.152, 925.012, 598587, 596844, 0.000193984
1.61212e+06, 417.172, 923.179, 607252, 605506, 0.000191062
1.61212e+06, 419.192, 921.329, 615927, 614178, 0.000188226
1.61212e+06, 421.212, 919.461, 624612, 622859, 0.00018547
1.61212e+06, 423.232, 917.574, 633308, 631551, 0.000182793
1.61212e+06, 425.253, 915.669, 642014, 640253, 0.000180191
1.61212e+06, 427.273, 913.745, 650731, 648966, 0.00017766
1.61212e+06, 429.293, 911.803, 659459, 657691, 0.000175199
1.61212e+06, 431.313, 909.843, 668198, 666426, 0.000172804
1.61212e+06, 433.333, 907.863, 676950, 675174, 0.000170473
1.61212e+06, 435.354, 905.865, 685713, 683933, 0.000168204
1.61212e+06, 437.374, 903.847, 694489, 692706, 0.000165994
1.61212e+06, 439.394, 901.811, 703278, 701490, 0.000163841
1.61212e+06, 441.414, 899.754, 712080, 710288, 0.000161743
1.61212e+06, 443.434, 897.678, 720896, 719100, 0.000159698
1.61212e+06, 445.455, 895.582, 729726, 727925, 0.000157703
1.61212e+06, 447.475, 893.467, 738570, 736765, 0.000155757
1.61212e+06, 449.495, 891.33, 747428, 745620, 0.000153859
1.61212e+06, 451.515, 889.174, 756302, 754489, 0.000152005
1.61212e+06, 453.535, 886.996, 765192, 763375, 0.000150196
1.61212e+06, 455.556, 884.797, 774098, 772276, 0.000148428
1.61212e+06, 457.576, 882.577, 783020, 781194, 0.000146702
1.61212e+06, 459.596, 880.336, 791960, 790128, 0.000145014
1.61212e+06, 461.616, 878.072, 800916, 799080, 0.000143364
1.61212e+06, 463.636, 875.786, 809891, 808051, 0.00014175
1.61212e+06, 465.657, 873.478, 818885, 817039, 0.000140172
1.61212e+06, 467.677, 871.146, 827898, 826047, 0.000138627
1.61212e+06, 469.697, 868.792, 836930, 835075, 0.000137115
1.61212e+06, 471.717, 866.413, 845983, 844122, 0.000135634
1.61212e+06, 473.737, 864.01, 855057, 853191, 0.000134183
1.61212e+06, 475.758, 8.11777, 2.79569e+06, 2.5971e+06, 1.57664e-05
1.61212e+06, 477.778, 8.06403, 2.80166e+06, 2.60174e+06, 1.58608e-05
1.61212e+06, 479.798, 8.0117, 2.8075e+06, 2.60628e+06, 1.5955e-05
1.61212e+06, 481.818, 7.96067, 2.81325e+06, 2.61074e+06, 1.6049e-05
1.61212e+06, 483.838, 7.91082, 2.81891e+06, 2.61512e+06, 1.61427e-05
1.61212e+06, 485.859, 7.86208, 2.82449e+06, 2.61944e+06, 1.62361e-05
1.61212e+06, 487.879, 7.81437, 2.83e+06, 2.6237e+06, 1.63294e-05
1.61212e+06, 489.899, 7.76764, 2.83545e+06, 2.62791e+06, 1.64224e-05
1.61212e+06, 491.919, 7.72182, 2.84085e+06, 2.63207e+06, 1.65153e-05
1.61212e+06, 493.939, 7.67688, 2.84619e+06, 2.63619e+06, 1.66079e-05
1.61212e+06, 495.96, 7.63276, 2.85149e+06, 2.64028e+06, 1.67004e-05
1.61212e+06, 497.98, 7.58944, 2.85674e+06, 2.64432e+06, 1.67926e-05
